ncbi-geneid:1	hsa:1
ncbi-geneid:123036	hsa:123036
ncbi-geneid:123041	hsa:123041
ncbi-geneid:123096	hsa:123096
ncbi-geneid:123099	hsa:123099
ncbi-geneid:123103	hsa:123103
ncbi-geneid:123169	hsa:123169
ncbi-geneid:1232	hsa:1232
ncbi-geneid:123207	hsa:123207
ncbi-geneid:123228	hsa:123228
ncbi-geneid:123263	hsa:123263
ncbi-geneid:123264	hsa:123264
ncbi-geneid:123283	hsa:123283
ncbi-geneid:1233	hsa:1233
ncbi-geneid:123346	hsa:123346
ncbi-geneid:123355	hsa:123355
ncbi-geneid:1234	hsa:1234
ncbi-geneid:1235	hsa:1235
ncbi-geneid:123591	hsa:123591
ncbi-geneid:1236	hsa:1236
ncbi-geneid:123606	hsa:123606
ncbi-geneid:123624	hsa:123624
ncbi-geneid:123688	hsa:123688
ncbi-geneid:1237	hsa:1237
ncbi-geneid:123720	hsa:123720
ncbi-geneid:123722	hsa:123722
ncbi-geneid:123745	hsa:123745
ncbi-geneid:123775	hsa:123775
ncbi-geneid:1238	hsa:1238
ncbi-geneid:123803	hsa:123803
ncbi-geneid:123811	hsa:123811
ncbi-geneid:123872	hsa:123872
ncbi-geneid:123876	hsa:123876
ncbi-geneid:123879	hsa:123879
ncbi-geneid:123904	hsa:123904
ncbi-geneid:123920	hsa:123920
ncbi-geneid:123970	hsa:123970
ncbi-geneid:124	hsa:124
ncbi-geneid:1240	hsa:1240
ncbi-geneid:124044	hsa:124044
ncbi-geneid:124045	hsa:124045
ncbi-geneid:124056	hsa:124056
ncbi-geneid:124093	hsa:124093
ncbi-geneid:1241	hsa:1241
ncbi-geneid:124149	hsa:124149
ncbi-geneid:124152	hsa:124152
ncbi-geneid:124220	hsa:124220
ncbi-geneid:124221	hsa:124221
ncbi-geneid:124222	hsa:124222
ncbi-geneid:124245	hsa:124245
ncbi-geneid:124274	hsa:124274
ncbi-geneid:124359	hsa:124359
ncbi-geneid:1244	hsa:1244
ncbi-geneid:124401	hsa:124401
ncbi-geneid:124402	hsa:124402
ncbi-geneid:124404	hsa:124404
ncbi-geneid:124411	hsa:124411
ncbi-geneid:124446	hsa:124446
ncbi-geneid:124454	hsa:124454
ncbi-geneid:124460	hsa:124460
ncbi-geneid:124491	hsa:124491
ncbi-geneid:124512	hsa:124512
ncbi-geneid:124538	hsa:124538
ncbi-geneid:124540	hsa:124540
ncbi-geneid:124565	hsa:124565
ncbi-geneid:124583	hsa:124583
ncbi-geneid:124590	hsa:124590
ncbi-geneid:124535	hsa:124535
ncbi-geneid:124599	hsa:124599
ncbi-geneid:124602	hsa:124602
ncbi-geneid:124626	hsa:124626
ncbi-geneid:124637	hsa:124637
ncbi-geneid:124641	hsa:124641
ncbi-geneid:124739	hsa:124739
ncbi-geneid:124751	hsa:124751
ncbi-geneid:124773	hsa:124773
ncbi-geneid:124783	hsa:124783
ncbi-geneid:124790	hsa:124790
ncbi-geneid:124801	hsa:124801
ncbi-geneid:124808	hsa:124808
ncbi-geneid:124817	hsa:124817
ncbi-geneid:124842	hsa:124842
ncbi-geneid:124857	hsa:124857
ncbi-geneid:124871	hsa:124871
ncbi-geneid:124872	hsa:124872
ncbi-geneid:124912	hsa:124912
ncbi-geneid:124923	hsa:124923
ncbi-geneid:124925	hsa:124925
ncbi-geneid:124930	hsa:124930
ncbi-geneid:124935	hsa:124935
ncbi-geneid:124936	hsa:124936
ncbi-geneid:124944	hsa:124944
ncbi-geneid:124961	hsa:124961
ncbi-geneid:124975	hsa:124975
ncbi-geneid:124976	hsa:124976
ncbi-geneid:124989	hsa:124989
ncbi-geneid:124995	hsa:124995
ncbi-geneid:124997	hsa:124997
ncbi-geneid:125	hsa:125
ncbi-geneid:125050	hsa:125050
ncbi-geneid:125058	hsa:125058
ncbi-geneid:125061	hsa:125061
ncbi-geneid:125111	hsa:125111
ncbi-geneid:125113	hsa:125113
ncbi-geneid:125115	hsa:125115
ncbi-geneid:125144	hsa:125144
ncbi-geneid:125150	hsa:125150
ncbi-geneid:125170	hsa:125170
ncbi-geneid:125206	hsa:125206
ncbi-geneid:125228	hsa:125228
ncbi-geneid:125336	hsa:125336
ncbi-geneid:125476	hsa:125476
ncbi-geneid:125488	hsa:125488
ncbi-geneid:125704	hsa:125704
ncbi-geneid:1258	hsa:1258
ncbi-geneid:125875	hsa:125875
ncbi-geneid:125893	hsa:125893
ncbi-geneid:1259	hsa:1259
ncbi-geneid:125919	hsa:125919
ncbi-geneid:125931	hsa:125931
ncbi-geneid:125950	hsa:125950
ncbi-geneid:125958	hsa:125958
ncbi-geneid:125962	hsa:125962
ncbi-geneid:125963	hsa:125963
ncbi-geneid:125965	hsa:125965
ncbi-geneid:125972	hsa:125972
ncbi-geneid:125981	hsa:125981
ncbi-geneid:125988	hsa:125988
ncbi-geneid:125997	hsa:125997
ncbi-geneid:126	hsa:126
ncbi-geneid:1260	hsa:1260
ncbi-geneid:126003	hsa:126003
ncbi-geneid:126006	hsa:126006
ncbi-geneid:126014	hsa:126014
ncbi-geneid:126017	hsa:126017
ncbi-geneid:126068	hsa:126068
ncbi-geneid:126069	hsa:126069
ncbi-geneid:126070	hsa:126070
ncbi-geneid:126074	hsa:126074
ncbi-geneid:126075	hsa:126075
ncbi-geneid:1261	hsa:1261
ncbi-geneid:126119	hsa:126119
ncbi-geneid:126123	hsa:126123
ncbi-geneid:126129	hsa:126129
ncbi-geneid:126133	hsa:126133
ncbi-geneid:126147	hsa:126147
ncbi-geneid:1262	hsa:1262
ncbi-geneid:126204	hsa:126204
ncbi-geneid:126205	hsa:126205
ncbi-geneid:126206	hsa:126206
ncbi-geneid:126208	hsa:126208
ncbi-geneid:126231	hsa:126231
ncbi-geneid:126248	hsa:126248
ncbi-geneid:126259	hsa:126259
ncbi-geneid:126272	hsa:126272
ncbi-geneid:126282	hsa:126282
ncbi-geneid:126295	hsa:126295
ncbi-geneid:126298	hsa:126298
ncbi-geneid:126299	hsa:126299
ncbi-geneid:1263	hsa:1263
ncbi-geneid:126306	hsa:126306
ncbi-geneid:126308	hsa:126308
ncbi-geneid:126321	hsa:126321
ncbi-geneid:126326	hsa:126326
ncbi-geneid:126328	hsa:126328
ncbi-geneid:126353	hsa:126353
ncbi-geneid:126364	hsa:126364
ncbi-geneid:126370	hsa:126370
ncbi-geneid:126374	hsa:126374
ncbi-geneid:126375	hsa:126375
ncbi-geneid:126382	hsa:126382
ncbi-geneid:126393	hsa:126393
ncbi-geneid:1264	hsa:1264
ncbi-geneid:126402	hsa:126402
ncbi-geneid:126410	hsa:126410
ncbi-geneid:126432	hsa:126432
ncbi-geneid:126433	hsa:126433
ncbi-geneid:1265	hsa:1265
ncbi-geneid:126520	hsa:126520
ncbi-geneid:126526	hsa:126526
ncbi-geneid:126536	hsa:126536
ncbi-geneid:126541	hsa:126541
ncbi-geneid:126549	hsa:126549
ncbi-geneid:126567	hsa:126567
ncbi-geneid:1266	hsa:1266
ncbi-geneid:126626	hsa:126626
ncbi-geneid:126637	hsa:126637
ncbi-geneid:126638	hsa:126638
ncbi-geneid:126661	hsa:126661
ncbi-geneid:126668	hsa:126668
ncbi-geneid:126669	hsa:126669
ncbi-geneid:126695	hsa:126695
ncbi-geneid:1267	hsa:1267
ncbi-geneid:126731	hsa:126731
ncbi-geneid:126755	hsa:126755
ncbi-geneid:126767	hsa:126767
ncbi-geneid:126789	hsa:126789
ncbi-geneid:126792	hsa:126792
ncbi-geneid:1268	hsa:1268
ncbi-geneid:126820	hsa:126820
ncbi-geneid:126823	hsa:126823
ncbi-geneid:126859	hsa:126859
ncbi-geneid:126868	hsa:126868
ncbi-geneid:1269	hsa:1269
ncbi-geneid:126917	hsa:126917
ncbi-geneid:126961	hsa:126961
ncbi-geneid:126969	hsa:126969
ncbi-geneid:127	hsa:127
ncbi-geneid:1270	hsa:1270
ncbi-geneid:127002	hsa:127002
ncbi-geneid:127003	hsa:127003
ncbi-geneid:127018	hsa:127018
ncbi-geneid:127059	hsa:127059
ncbi-geneid:127062	hsa:127062
ncbi-geneid:127064	hsa:127064
ncbi-geneid:127066	hsa:127066
ncbi-geneid:127068	hsa:127068
ncbi-geneid:127069	hsa:127069
ncbi-geneid:127074	hsa:127074
ncbi-geneid:127077	hsa:127077
ncbi-geneid:1271	hsa:1271
ncbi-geneid:127124	hsa:127124
ncbi-geneid:1272	hsa:1272
ncbi-geneid:127247	hsa:127247
ncbi-geneid:127253	hsa:127253
ncbi-geneid:127254	hsa:127254
ncbi-geneid:127255	hsa:127255
ncbi-geneid:127262	hsa:127262
ncbi-geneid:127281	hsa:127281
ncbi-geneid:127343	hsa:127343
ncbi-geneid:127385	hsa:127385
ncbi-geneid:127391	hsa:127391
ncbi-geneid:127396	hsa:127396
ncbi-geneid:127428	hsa:127428
ncbi-geneid:127435	hsa:127435
ncbi-geneid:127495	hsa:127495
ncbi-geneid:127534	hsa:127534
ncbi-geneid:127540	hsa:127540
ncbi-geneid:127544	hsa:127544
ncbi-geneid:127550	hsa:127550
ncbi-geneid:127579	hsa:127579
ncbi-geneid:127602	hsa:127602
ncbi-geneid:127623	hsa:127623
ncbi-geneid:127665	hsa:127665
ncbi-geneid:127670	hsa:127670
ncbi-geneid:127687	hsa:127687
ncbi-geneid:1277	hsa:1277
ncbi-geneid:127700	hsa:127700
ncbi-geneid:127703	hsa:127703
ncbi-geneid:127731	hsa:127731
ncbi-geneid:127733	hsa:127733
ncbi-geneid:127795	hsa:127795
ncbi-geneid:1278	hsa:1278
ncbi-geneid:127829	hsa:127829
ncbi-geneid:127833	hsa:127833
ncbi-geneid:127841	hsa:127841
ncbi-geneid:127845	hsa:127845
ncbi-geneid:127294	hsa:127294
ncbi-geneid:127707	hsa:127707
ncbi-geneid:127933	hsa:127933
ncbi-geneid:127943	hsa:127943
ncbi-geneid:128	hsa:128
ncbi-geneid:1280	hsa:1280
ncbi-geneid:128025	hsa:128025
ncbi-geneid:128061	hsa:128061
ncbi-geneid:128077	hsa:128077
ncbi-geneid:1281	hsa:1281
ncbi-geneid:128102	hsa:128102
ncbi-geneid:128153	hsa:128153
ncbi-geneid:128178	hsa:128178
ncbi-geneid:1282	hsa:1282
ncbi-geneid:128209	hsa:128209
ncbi-geneid:128218	hsa:128218
ncbi-geneid:128229	hsa:128229
ncbi-geneid:128239	hsa:128239
ncbi-geneid:128240	hsa:128240
ncbi-geneid:128272	hsa:128272
ncbi-geneid:128308	hsa:128308
ncbi-geneid:128312	hsa:128312
ncbi-geneid:128338	hsa:128338
ncbi-geneid:128344	hsa:128344
ncbi-geneid:128346	hsa:128346
ncbi-geneid:128360	hsa:128360
ncbi-geneid:128366	hsa:128366
ncbi-geneid:128367	hsa:128367
ncbi-geneid:128368	hsa:128368
ncbi-geneid:128371	hsa:128371
ncbi-geneid:128372	hsa:128372
ncbi-geneid:128387	hsa:128387
ncbi-geneid:1284	hsa:1284
ncbi-geneid:128408	hsa:128408
ncbi-geneid:128414	hsa:128414
ncbi-geneid:128434	hsa:128434
ncbi-geneid:128439	hsa:128439
ncbi-geneid:128486	hsa:128486
ncbi-geneid:128488	hsa:128488
ncbi-geneid:128497	hsa:128497
ncbi-geneid:1285	hsa:1285
ncbi-geneid:128506	hsa:128506
ncbi-geneid:128553	hsa:128553
ncbi-geneid:1286	hsa:1286
ncbi-geneid:128602	hsa:128602
ncbi-geneid:128611	hsa:128611
ncbi-geneid:128637	hsa:128637
ncbi-geneid:128646	hsa:128646
ncbi-geneid:128653	hsa:128653
ncbi-geneid:128674	hsa:128674
ncbi-geneid:1287	hsa:1287
ncbi-geneid:128710	hsa:128710
ncbi-geneid:1288	hsa:1288
ncbi-geneid:128817	hsa:128817
ncbi-geneid:128821	hsa:128821
ncbi-geneid:128822	hsa:128822
ncbi-geneid:128826	hsa:128826
ncbi-geneid:128853	hsa:128853
ncbi-geneid:128854	hsa:128854
ncbi-geneid:128859	hsa:128859
ncbi-geneid:128861	hsa:128861
ncbi-geneid:128864	hsa:128864
ncbi-geneid:128866	hsa:128866
ncbi-geneid:128869	hsa:128869
ncbi-geneid:128872	hsa:128872
ncbi-geneid:128876	hsa:128876
ncbi-geneid:1289	hsa:1289
ncbi-geneid:128954	hsa:128954
ncbi-geneid:128977	hsa:128977
ncbi-geneid:128989	hsa:128989
ncbi-geneid:1290	hsa:1290
ncbi-geneid:129025	hsa:129025
ncbi-geneid:129049	hsa:129049
ncbi-geneid:129080	hsa:129080
ncbi-geneid:1291	hsa:1291
ncbi-geneid:129138	hsa:129138
ncbi-geneid:1292	hsa:1292
ncbi-geneid:129285	hsa:129285
ncbi-geneid:129293	hsa:129293
ncbi-geneid:1293	hsa:1293
ncbi-geneid:129303	hsa:129303
ncbi-geneid:1294	hsa:1294
ncbi-geneid:129401	hsa:129401
ncbi-geneid:129446	hsa:129446
ncbi-geneid:129450	hsa:129450
ncbi-geneid:1295	hsa:1295
ncbi-geneid:129521	hsa:129521
ncbi-geneid:129530	hsa:129530
ncbi-geneid:129531	hsa:129531
ncbi-geneid:129563	hsa:129563
ncbi-geneid:1296	hsa:1296
ncbi-geneid:129607	hsa:129607
ncbi-geneid:129642	hsa:129642
ncbi-geneid:129684	hsa:129684
ncbi-geneid:129685	hsa:129685
ncbi-geneid:1297	hsa:1297
ncbi-geneid:129787	hsa:129787
ncbi-geneid:129790	hsa:129790
ncbi-geneid:1298	hsa:1298
ncbi-geneid:129804	hsa:129804
ncbi-geneid:129807	hsa:129807
ncbi-geneid:129831	hsa:129831
ncbi-geneid:129852	hsa:129852
ncbi-geneid:129868	hsa:129868
ncbi-geneid:129880	hsa:129880
ncbi-geneid:129881	hsa:129881
ncbi-geneid:1299	hsa:1299
ncbi-geneid:13	hsa:13
ncbi-geneid:130	hsa:130
ncbi-geneid:1300	hsa:1300
ncbi-geneid:130013	hsa:130013
ncbi-geneid:130026	hsa:130026
ncbi-geneid:130074	hsa:130074
ncbi-geneid:130075	hsa:130075
ncbi-geneid:1301	hsa:1301
ncbi-geneid:130106	hsa:130106
ncbi-geneid:130120	hsa:130120
ncbi-geneid:130132	hsa:130132
ncbi-geneid:130162	hsa:130162
ncbi-geneid:1302	hsa:1302
ncbi-geneid:130271	hsa:130271
ncbi-geneid:1303	hsa:1303
ncbi-geneid:130340	hsa:130340
ncbi-geneid:130355	hsa:130355
ncbi-geneid:130367	hsa:130367
ncbi-geneid:130399	hsa:130399
ncbi-geneid:130497	hsa:130497
ncbi-geneid:1305	hsa:1305
ncbi-geneid:130502	hsa:130502
ncbi-geneid:130507	hsa:130507
ncbi-geneid:130535	hsa:130535
ncbi-geneid:130540	hsa:130540
ncbi-geneid:130557	hsa:130557
ncbi-geneid:130560	hsa:130560
ncbi-geneid:130574	hsa:130574
ncbi-geneid:130589	hsa:130589
ncbi-geneid:1306	hsa:1306
ncbi-geneid:130612	hsa:130612
ncbi-geneid:130617	hsa:130617
ncbi-geneid:1307	hsa:1307
ncbi-geneid:130733	hsa:130733
ncbi-geneid:130749	hsa:130749
ncbi-geneid:130752	hsa:130752
ncbi-geneid:130576	hsa:130576
ncbi-geneid:1308	hsa:1308
ncbi-geneid:130813	hsa:130813
ncbi-geneid:130814	hsa:130814
ncbi-geneid:130827	hsa:130827
ncbi-geneid:130872	hsa:130872
ncbi-geneid:130888	hsa:130888
ncbi-geneid:130916	hsa:130916
ncbi-geneid:130940	hsa:130940
ncbi-geneid:130951	hsa:130951
ncbi-geneid:131	hsa:131
ncbi-geneid:1310	hsa:1310
ncbi-geneid:131034	hsa:131034
ncbi-geneid:131076	hsa:131076
ncbi-geneid:131096	hsa:131096
ncbi-geneid:1311	hsa:1311
ncbi-geneid:131118	hsa:131118
ncbi-geneid:131149	hsa:131149
ncbi-geneid:131177	hsa:131177
ncbi-geneid:1312	hsa:1312
ncbi-geneid:131368	hsa:131368
ncbi-geneid:131375	hsa:131375
ncbi-geneid:131377	hsa:131377
ncbi-geneid:1314	hsa:1314
ncbi-geneid:131405	hsa:131405
ncbi-geneid:131408	hsa:131408
ncbi-geneid:131450	hsa:131450
ncbi-geneid:131474	hsa:131474
ncbi-geneid:1315	hsa:1315
ncbi-geneid:131540	hsa:131540
ncbi-geneid:131544	hsa:131544
ncbi-geneid:131566	hsa:131566
ncbi-geneid:131578	hsa:131578
ncbi-geneid:131583	hsa:131583
ncbi-geneid:1316	hsa:1316
ncbi-geneid:131601	hsa:131601
ncbi-geneid:131616	hsa:131616
ncbi-geneid:131669	hsa:131669
ncbi-geneid:1317	hsa:1317
ncbi-geneid:1318	hsa:1318
ncbi-geneid:131831	hsa:131831
ncbi-geneid:131870	hsa:131870
ncbi-geneid:131873	hsa:131873
ncbi-geneid:131890	hsa:131890
ncbi-geneid:131909	hsa:131909
ncbi-geneid:131920	hsa:131920
ncbi-geneid:131965	hsa:131965
ncbi-geneid:132	hsa:132
ncbi-geneid:132001	hsa:132001
ncbi-geneid:132014	hsa:132014
ncbi-geneid:132112	hsa:132112
ncbi-geneid:132141	hsa:132141
ncbi-geneid:132158	hsa:132158
ncbi-geneid:132160	hsa:132160
ncbi-geneid:132200	hsa:132200
ncbi-geneid:132203	hsa:132203
ncbi-geneid:132204	hsa:132204
ncbi-geneid:132228	hsa:132228
ncbi-geneid:132241	hsa:132241
ncbi-geneid:132243	hsa:132243
ncbi-geneid:132299	hsa:132299
ncbi-geneid:132320	hsa:132320
ncbi-geneid:132321	hsa:132321
ncbi-geneid:132332	hsa:132332
ncbi-geneid:132430	hsa:132430
ncbi-geneid:1325	hsa:1325
ncbi-geneid:1326	hsa:1326
ncbi-geneid:132612	hsa:132612
ncbi-geneid:132625	hsa:132625
ncbi-geneid:132660	hsa:132660
ncbi-geneid:132671	hsa:132671
ncbi-geneid:1327	hsa:1327
ncbi-geneid:132720	hsa:132720
ncbi-geneid:132724	hsa:132724
ncbi-geneid:132789	hsa:132789
ncbi-geneid:132851	hsa:132851
ncbi-geneid:132864	hsa:132864
ncbi-geneid:132884	hsa:132884
ncbi-geneid:1329	hsa:1329
ncbi-geneid:132946	hsa:132946
ncbi-geneid:132949	hsa:132949
ncbi-geneid:132954	hsa:132954
ncbi-geneid:132989	hsa:132989
ncbi-geneid:133	hsa:133
ncbi-geneid:133015	hsa:133015
ncbi-geneid:133022	hsa:133022
ncbi-geneid:133060	hsa:133060
ncbi-geneid:133121	hsa:133121
ncbi-geneid:133308	hsa:133308
ncbi-geneid:133383	hsa:133383
ncbi-geneid:133396	hsa:133396
ncbi-geneid:133418	hsa:133418
ncbi-geneid:133482	hsa:133482
ncbi-geneid:133491	hsa:133491
ncbi-geneid:133522	hsa:133522
ncbi-geneid:133558	hsa:133558
ncbi-geneid:133584	hsa:133584
ncbi-geneid:133619	hsa:133619
ncbi-geneid:133686	hsa:133686
ncbi-geneid:133688	hsa:133688
ncbi-geneid:133690	hsa:133690
ncbi-geneid:1337	hsa:1337
ncbi-geneid:133746	hsa:133746
ncbi-geneid:133874	hsa:133874
ncbi-geneid:1339	hsa:1339
ncbi-geneid:133923	hsa:133923
ncbi-geneid:133957	hsa:133957
ncbi-geneid:134	hsa:134
ncbi-geneid:1340	hsa:1340
ncbi-geneid:134083	hsa:134083
ncbi-geneid:134111	hsa:134111
ncbi-geneid:134121	hsa:134121
ncbi-geneid:134145	hsa:134145
ncbi-geneid:134147	hsa:134147
ncbi-geneid:134187	hsa:134187
ncbi-geneid:134218	hsa:134218
ncbi-geneid:134265	hsa:134265
ncbi-geneid:134266	hsa:134266
ncbi-geneid:134285	hsa:134285
ncbi-geneid:134288	hsa:134288
ncbi-geneid:134353	hsa:134353
ncbi-geneid:134391	hsa:134391
ncbi-geneid:134429	hsa:134429
ncbi-geneid:134359	hsa:134359
ncbi-geneid:134430	hsa:134430
ncbi-geneid:134466	hsa:134466
ncbi-geneid:134492	hsa:134492
ncbi-geneid:1345	hsa:1345
ncbi-geneid:134510	hsa:134510
ncbi-geneid:134526	hsa:134526
ncbi-geneid:134548	hsa:134548
ncbi-geneid:134549	hsa:134549
ncbi-geneid:134553	hsa:134553
ncbi-geneid:1346	hsa:1346
ncbi-geneid:134637	hsa:134637
ncbi-geneid:1347	hsa:1347
ncbi-geneid:134701	hsa:134701
ncbi-geneid:134728	hsa:134728
ncbi-geneid:134829	hsa:134829
ncbi-geneid:134860	hsa:134860
ncbi-geneid:134864	hsa:134864
ncbi-geneid:1349	hsa:1349
ncbi-geneid:134957	hsa:134957
ncbi-geneid:135	hsa:135
ncbi-geneid:1350	hsa:1350
ncbi-geneid:1351	hsa:1351
ncbi-geneid:135112	hsa:135112
ncbi-geneid:135114	hsa:135114
ncbi-geneid:135138	hsa:135138
ncbi-geneid:135152	hsa:135152
ncbi-geneid:135154	hsa:135154
ncbi-geneid:1352	hsa:1352
ncbi-geneid:135228	hsa:135228
ncbi-geneid:135250	hsa:135250
ncbi-geneid:135293	hsa:135293
ncbi-geneid:135295	hsa:135295
ncbi-geneid:1353	hsa:1353
ncbi-geneid:135398	hsa:135398
ncbi-geneid:135458	hsa:135458
ncbi-geneid:1355	hsa:1355
ncbi-geneid:1356	hsa:1356
ncbi-geneid:135644	hsa:135644
ncbi-geneid:135656	hsa:135656
ncbi-geneid:1357	hsa:1357
ncbi-geneid:1358	hsa:1358
ncbi-geneid:135886	hsa:135886
ncbi-geneid:135892	hsa:135892
ncbi-geneid:1359	hsa:1359
ncbi-geneid:135924	hsa:135924
ncbi-geneid:135927	hsa:135927
ncbi-geneid:135932	hsa:135932
ncbi-geneid:135935	hsa:135935
ncbi-geneid:135941	hsa:135941
ncbi-geneid:135946	hsa:135946
ncbi-geneid:135948	hsa:135948
ncbi-geneid:136	hsa:136
ncbi-geneid:1360	hsa:1360
ncbi-geneid:136051	hsa:136051
ncbi-geneid:1361	hsa:1361
ncbi-geneid:1362	hsa:1362
ncbi-geneid:136227	hsa:136227
ncbi-geneid:136242	hsa:136242
ncbi-geneid:136259	hsa:136259
ncbi-geneid:136263	hsa:136263
ncbi-geneid:136288	hsa:136288
ncbi-geneid:1363	hsa:1363
ncbi-geneid:136319	hsa:136319
ncbi-geneid:136332	hsa:136332
ncbi-geneid:136371	hsa:136371
ncbi-geneid:1364	hsa:1364
ncbi-geneid:1365	hsa:1365
ncbi-geneid:136541	hsa:136541
ncbi-geneid:1366	hsa:1366
ncbi-geneid:136647	hsa:136647
ncbi-geneid:1368	hsa:1368
ncbi-geneid:136853	hsa:136853
ncbi-geneid:136895	hsa:136895
ncbi-geneid:1369	hsa:1369
ncbi-geneid:136991	hsa:136991
ncbi-geneid:1370	hsa:1370
ncbi-geneid:137075	hsa:137075
ncbi-geneid:1371	hsa:1371
ncbi-geneid:137196	hsa:137196
ncbi-geneid:137209	hsa:137209
ncbi-geneid:1373	hsa:1373
ncbi-geneid:137362	hsa:137362
ncbi-geneid:137392	hsa:137392
ncbi-geneid:1374	hsa:1374
ncbi-geneid:137492	hsa:137492
ncbi-geneid:1375	hsa:1375
ncbi-geneid:1376	hsa:1376
ncbi-geneid:137682	hsa:137682
ncbi-geneid:137695	hsa:137695
ncbi-geneid:137735	hsa:137735
ncbi-geneid:136306	hsa:136306
ncbi-geneid:137797	hsa:137797
ncbi-geneid:1378	hsa:1378
ncbi-geneid:137814	hsa:137814
ncbi-geneid:137835	hsa:137835
ncbi-geneid:137868	hsa:137868
ncbi-geneid:137872	hsa:137872
ncbi-geneid:137886	hsa:137886
ncbi-geneid:1379	hsa:1379
ncbi-geneid:137902	hsa:137902
ncbi-geneid:137964	hsa:137964
ncbi-geneid:137970	hsa:137970
ncbi-geneid:137994	hsa:137994
ncbi-geneid:1380	hsa:1380
ncbi-geneid:138009	hsa:138009
ncbi-geneid:138046	hsa:138046
ncbi-geneid:138050	hsa:138050
ncbi-geneid:138065	hsa:138065
ncbi-geneid:1381	hsa:1381
ncbi-geneid:138151	hsa:138151
ncbi-geneid:138162	hsa:138162
ncbi-geneid:138199	hsa:138199
ncbi-geneid:1382	hsa:1382
ncbi-geneid:138240	hsa:138240
ncbi-geneid:138241	hsa:138241
ncbi-geneid:138255	hsa:138255
ncbi-geneid:138307	hsa:138307
ncbi-geneid:138311	hsa:138311
ncbi-geneid:1384	hsa:1384
ncbi-geneid:138428	hsa:138428
ncbi-geneid:138429	hsa:138429
ncbi-geneid:138474	hsa:138474
ncbi-geneid:1385	hsa:1385
ncbi-geneid:1386	hsa:1386
ncbi-geneid:138639	hsa:138639
ncbi-geneid:138649	hsa:138649
ncbi-geneid:138652	hsa:138652
ncbi-geneid:1387	hsa:1387
ncbi-geneid:138715	hsa:138715
ncbi-geneid:138716	hsa:138716
ncbi-geneid:138724	hsa:138724
ncbi-geneid:138799	hsa:138799
ncbi-geneid:1388	hsa:1388
ncbi-geneid:138802	hsa:138802
ncbi-geneid:138803	hsa:138803
ncbi-geneid:138804	hsa:138804
ncbi-geneid:138805	hsa:138805
ncbi-geneid:138881	hsa:138881
ncbi-geneid:138882	hsa:138882
ncbi-geneid:138883	hsa:138883
ncbi-geneid:1389	hsa:1389
ncbi-geneid:138948	hsa:138948
ncbi-geneid:1390	hsa:1390
ncbi-geneid:139065	hsa:139065
ncbi-geneid:139067	hsa:139067
ncbi-geneid:139081	hsa:139081
ncbi-geneid:139105	hsa:139105
ncbi-geneid:139135	hsa:139135
ncbi-geneid:139170	hsa:139170
ncbi-geneid:139189	hsa:139189
ncbi-geneid:1392	hsa:1392
ncbi-geneid:139201	hsa:139201
ncbi-geneid:139212	hsa:139212
ncbi-geneid:139221	hsa:139221
ncbi-geneid:139231	hsa:139231
ncbi-geneid:139285	hsa:139285
ncbi-geneid:1393	hsa:1393
ncbi-geneid:139322	hsa:139322
ncbi-geneid:139324	hsa:139324
ncbi-geneid:139341	hsa:139341
ncbi-geneid:139378	hsa:139378
ncbi-geneid:1394	hsa:1394
ncbi-geneid:139411	hsa:139411
ncbi-geneid:139420	hsa:139420
ncbi-geneid:139422	hsa:139422
ncbi-geneid:139425	hsa:139425
ncbi-geneid:1395	hsa:1395
ncbi-geneid:139538	hsa:139538
ncbi-geneid:139562	hsa:139562
ncbi-geneid:139596	hsa:139596
ncbi-geneid:139599	hsa:139599
ncbi-geneid:1396	hsa:1396
ncbi-geneid:139604	hsa:139604
ncbi-geneid:139628	hsa:139628
ncbi-geneid:139629	hsa:139629
ncbi-geneid:1397	hsa:1397
ncbi-geneid:139716	hsa:139716
ncbi-geneid:139728	hsa:139728
ncbi-geneid:139735	hsa:139735
ncbi-geneid:139741	hsa:139741
ncbi-geneid:139760	hsa:139760
ncbi-geneid:139793	hsa:139793
ncbi-geneid:1398	hsa:1398
ncbi-geneid:139804	hsa:139804
ncbi-geneid:139818	hsa:139818
ncbi-geneid:139886	hsa:139886
ncbi-geneid:1399	hsa:1399
ncbi-geneid:14	hsa:14
ncbi-geneid:140	hsa:140
ncbi-geneid:1400	hsa:1400
ncbi-geneid:140032	hsa:140032
ncbi-geneid:1401	hsa:1401
ncbi-geneid:140258	hsa:140258
ncbi-geneid:140290	hsa:140290
ncbi-geneid:1404	hsa:1404
ncbi-geneid:140432	hsa:140432
ncbi-geneid:140453	hsa:140453
ncbi-geneid:140456	hsa:140456
ncbi-geneid:140458	hsa:140458
ncbi-geneid:140459	hsa:140459
ncbi-geneid:140460	hsa:140460
ncbi-geneid:140461	hsa:140461
ncbi-geneid:140462	hsa:140462
ncbi-geneid:140464	hsa:140464
ncbi-geneid:140465	hsa:140465
ncbi-geneid:140467	hsa:140467
ncbi-geneid:140469	hsa:140469
ncbi-geneid:140545	hsa:140545
ncbi-geneid:140564	hsa:140564
ncbi-geneid:140576	hsa:140576
ncbi-geneid:140578	hsa:140578
ncbi-geneid:140596	hsa:140596
ncbi-geneid:140597	hsa:140597
ncbi-geneid:1406	hsa:1406
